timestamp,ax,ay,az
2026-07-08 09:40:46.480843+00:00,-0.0747,-0.9004,-0.021
2026-07-08 09:40:46.481128+00:00,-0.1596,-1.097,0.0488
2026-07-08 09:40:46.528059+00:00,-0.0034,-0.9179,-0.0356
2026-07-08 09:40:46.528408+00:00,-0.0834,-1.0892,0.0293
2026-07-08 09:40:46.528767+00:00,-0.0737,-0.9379,-0.0127
2026-07-08 09:40:46.529246+00:00,-0.1674,-1.0311,-0.0156
2026-07-08 09:40:46.730719+00:00,-0.124,-0.9936,-0.002
2026-07-08 09:40:46.731275+00:00,-0.0532,-0.9867,-0.0556
2026-07-08 09:40:46.731696+00:00,-0.1122,-1.1312,0.0405
2026-07-08 09:40:46.732096+00:00,-0.0425,-0.8989,-0.0156
2026-07-08 09:40:46.732397+00:00,-0.1586,-1.1078,0.0503
2026-07-08 09:40:46.732631+00:00,-0.0054,-0.9223,-0.0356
2026-07-08 09:40:46.732927+00:00,-0.0834,-1.0902,0.0298
2026-07-08 09:40:46.733235+00:00,-0.0722,-0.9345,-0.0146
2026-07-08 09:40:46.733789+00:00,-0.1688,-1.0302,-0.0142
2026-07-08 09:40:46.734634+00:00,-0.123,-0.9848,-0.0029
2026-07-08 09:40:46.734859+00:00,-0.0508,-0.9804,-0.0556
2026-07-08 09:40:46.735032+00:00,-0.1064,-1.1331,0.041
2026-07-08 09:40:46.735355+00:00,-0.0361,-0.9072,-0.0137
2026-07-08 09:40:46.735815+00:00,-0.1581,-1.1053,0.0488
2026-07-08 09:40:46.736080+00:00,-0.0083,-0.9267,-0.0337
2026-07-08 09:40:46.736432+00:00,-0.082,-1.0399,0.0239
2026-07-08 09:40:46.736691+00:00,-0.0171,-0.9399,-0.0171
2026-07-08 09:40:46.736966+00:00,-0.1601,-1.0209,-0.0146
2026-07-08 09:40:46.965440+00:00,-0.1308,-0.9872,0.039
2026-07-08 09:40:46.966921+00:00,-0.0429,-0.9482,-0.0512
2026-07-08 09:40:46.967705+00:00,-0.1279,-1.1341,0.0439
2026-07-08 09:40:46.968675+00:00,-0.0254,-0.9033,-0.0185
2026-07-08 09:40:46.969365+00:00,-0.1615,-1.0951,0.0171
2026-07-08 09:40:46.969779+00:00,-0.0107,-0.9238,-0.0332
2026-07-08 09:40:46.970105+00:00,-0.2069,-1.0429,0.0229
2026-07-08 09:40:46.970427+00:00,-0.0151,-0.9409,-0.0142
2026-07-08 09:40:46.970639+00:00,-0.1571,-1.0263,-0.0127
2026-07-08 09:40:46.970928+00:00,-0.1322,-0.9936,0.041
2026-07-08 09:40:46.971447+00:00,-0.0434,-0.9472,-0.0532
2026-07-08 09:40:46.971887+00:00,-0.1264,-1.1292,0.0434
2026-07-08 09:40:46.972226+00:00,-0.0264,-0.9008,-0.0176
2026-07-08 09:40:46.972894+00:00,-0.1586,-1.0902,0.0127
2026-07-08 09:40:46.973427+00:00,-0.0054,-0.8935,-0.0342
2026-07-08 09:40:47.152021+00:00,-0.1244,-1.0375,0.0224
2026-07-08 09:40:47.152883+00:00,-0.1684,-1.0336,-0.0054
2026-07-08 09:40:47.153130+00:00,-0.1176,-0.996,0.0459
2026-07-08 09:40:47.153409+00:00,-0.0644,-0.9975,-0.0468
2026-07-08 09:40:47.153725+00:00,-0.0132,-1.1375,0.0434
2026-07-08 09:40:47.154065+00:00,-0.0566,-0.9048,-0.0176
2026-07-08 09:40:47.154453+00:00,-0.1625,-1.1048,-0.0747
2026-07-08 09:40:47.154741+00:00,0.0063,-0.915,-0.0459
2026-07-08 09:40:47.155324+00:00,-0.1025,-1.0243,0.0366
2026-07-08 09:40:47.155950+00:00,-0.0229,-0.9199,-0.0107
2026-07-08 09:40:47.156520+00:00,-0.1762,-1.0341,-0.0195
2026-07-08 09:40:47.157048+00:00,-0.1015,-0.9945,0.0449
2026-07-08 09:40:47.157393+00:00,-0.0781,-0.9716,-0.0376
2026-07-08 09:40:47.157769+00:00,-0.0874,-1.1287,0.0386
2026-07-08 09:40:47.158156+00:00,-0.0766,-0.9038,-0.0215
2026-07-08 09:40:47.159084+00:00,-0.1625,-1.1014,-0.0161
2026-07-08 09:40:47.160091+00:00,0.0171,-0.8955,-0.0449
2026-07-08 09:40:47.160756+00:00,-0.0908,-1.0321,0.0478
2026-07-08 09:40:47.162851+00:00,-0.0346,-0.9209,-0.0098
2026-07-08 09:40:47.163512+00:00,-0.1757,-1.0433,-0.0083
2026-07-08 09:40:47.168401+00:00,-0.0791,-1.1146,0.0483
2026-07-08 09:40:47.247486+00:00,-0.2123,-0.9843,-0.0244
2026-07-08 09:40:47.248083+00:00,-0.0708,-1.1302,0.039
2026-07-08 09:40:47.248343+00:00,-0.1035,-0.9126,-0.0244
2026-07-08 09:40:47.248670+00:00,-0.1679,-1.1097,-0.0156
2026-07-08 09:40:47.249217+00:00,0.0181,-0.9048,-0.0434
2026-07-08 09:40:47.249548+00:00,-0.0766,-1.0238,0.0551
2026-07-08 09:40:47.250040+00:00,-0.0561,-0.9008,-0.0117
2026-07-08 09:40:47.250485+00:00,-0.1649,-1.0463,-0.0127
2026-07-08 09:40:47.346907+00:00,-0.0508,-1.0555,0.0483
2026-07-08 09:40:47.347381+00:00,-0.1235,-0.9897,-0.0083
2026-07-08 09:40:47.347745+00:00,-0.0488,-1.1248,0.0395
2026-07-08 09:40:47.348037+00:00,-0.1269,-0.9243,-0.0122
2026-07-08 09:40:47.348305+00:00,-0.1503,-1.0433,-0.0063
2026-07-08 09:40:47.348603+00:00,-0.1108,-0.9135,-0.0415
2026-07-08 09:40:47.349261+00:00,-0.0678,-1.0194,0.0454
2026-07-08 09:40:47.350065+00:00,-0.0727,-0.8999,-0.0215
2026-07-08 09:40:47.350406+00:00,-0.1532,-0.9189,-0.0088
2026-07-08 09:40:47.350640+00:00,-0.0317,-1.0404,0.0503
2026-07-08 09:40:47.397371+00:00,-0.1054,-0.9936,0.001
2026-07-08 09:40:47.397801+00:00,-0.0254,-1.1136,0.0395
2026-07-08 09:40:47.398111+00:00,-0.1425,-0.9379,-0.0195
2026-07-08 09:40:47.398450+00:00,-0.1342,-1.0634,0.0229
2026-07-08 09:40:47.398845+00:00,-0.0956,-0.9301,-0.039
2026-07-08 09:40:47.490225+00:00,-0.0815,-1.0126,0.019
2026-07-08 09:40:47.491041+00:00,-0.0976,-0.8906,-0.022
2026-07-08 09:40:47.491471+00:00,-0.1298,-0.9701,-0.0156
2026-07-08 09:40:47.491735+00:00,-0.059,-1.0282,0.039
2026-07-08 09:40:47.492019+00:00,-0.0888,-0.9838,-0.0039
2026-07-08 09:40:47.492303+00:00,-0.0088,-1.0892,0.0376
2026-07-08 09:40:47.492737+00:00,-0.1503,-0.9321,-0.0366
2026-07-08 09:40:47.493061+00:00,-0.0859,-1.0897,0.0556
2026-07-08 09:40:47.494014+00:00,-0.0815,-0.9482,-0.0346
2026-07-08 09:40:47.494471+00:00,-0.1127,-1.0238,0.0005
2026-07-08 09:40:47.542660+00:00,-0.1069,-0.9033,-0.0156
2026-07-08 09:40:47.543065+00:00,-0.0888,-0.9653,-0.0117
2026-07-08 09:40:47.543357+00:00,-0.0932,-1.0033,0.0093
2026-07-08 09:40:47.543589+00:00,-0.0703,-0.9711,-0.0151
2026-07-08 09:40:47.543764+00:00,-0.0034,-1.0555,0.0415
2026-07-08 09:40:47.593146+00:00,-0.1322,-0.9189,-0.039
2026-07-08 09:40:47.593497+00:00,-0.0888,-1.0907,0.0542
2026-07-08 09:40:47.593671+00:00,-0.0698,-0.9604,-0.0107
2026-07-08 09:40:47.593752+00:00,-0.1196,-1.0526,-0.0142
2026-07-08 09:40:47.593946+00:00,-0.101,-0.9941,0.0015
2026-07-08 09:40:47.656954+00:00,-0.0737,-1.0004,0.019
2026-07-08 09:40:47.657488+00:00,-0.1484,-0.9877,-0.0205
2026-07-08 09:40:47.657817+00:00,-0.0498,-0.9638,-0.0239
2026-07-08 09:40:47.658142+00:00,-0.0307,-1.0985,0.0444
2026-07-08 09:40:47.658521+00:00,0.0132,-0.9091,-0.0249
2026-07-08 09:40:47.714594+00:00,-0.1274,-1.077,0.042
2026-07-08 09:40:47.714937+00:00,-0.0542,-0.9384,-0.0098
2026-07-08 09:40:47.715700+00:00,-0.101,-1.0809,-0.0107
2026-07-08 09:40:47.715997+00:00,-0.082,-0.9687,-0.0078
2026-07-08 09:40:47.716456+00:00,-0.124,-1.0116,0.0078
2026-07-08 09:40:47.716859+00:00,-0.1581,-0.9936,-0.0181
2026-07-08 09:40:47.717277+00:00,-0.0356,-0.9706,-0.0473
2026-07-08 09:40:47.763698+00:00,-0.0805,-1.1165,0.0429
2026-07-08 09:40:47.763987+00:00,0.0039,-0.8916,-0.0224
2026-07-08 09:40:47.764390+00:00,-0.1601,-1.077,0.0395
2026-07-08 09:40:47.764792+00:00,-0.022,-0.9101,-0.0283
2026-07-08 09:40:47.765121+00:00,-0.083,-1.0492,0.0244
2026-07-08 09:40:47.812389+00:00,-0.0185,-0.9506,-0.0107
2026-07-08 09:40:47.812739+00:00,-0.1552,-1.0331,-0.0127
2026-07-08 09:40:47.813032+00:00,-0.1142,-1.0058,0.0415
2026-07-08 09:40:47.813398+00:00,-0.0527,-0.954,-0.0527
2026-07-08 09:40:47.813725+00:00,-0.0137,-1.1229,0.0381
2026-07-08 09:40:47.861724+00:00,-0.062,-0.8984,-0.0215
2026-07-08 09:40:47.862422+00:00,-0.1645,-1.1,-0.0127
2026-07-08 09:40:47.862762+00:00,0.0137,-0.9101,-0.0415
